Sede,Concepto,Profesional Historia,Ingresos,Atenciones,Uds
CDMX,Check up Fertilidad Hombres,Eugenia Morán Orozco,4051.72,2,2
CDMX,Check up Fertilidad Hombres,Giovanni López Salamanca,1616.38,1,1
CDMX,Check up Fertilidad Hombres,Ruben Gonzalez Ruiz,1896.55,1,1
CDMX,Check up Fertilidad Hombres CDMX,(Sin asignar),2586.21,1,1
CDMX,Check up Fertilidad Hombres CDMX,Giovanni López Salamanca,4741.38,2,2
CDMX,Check up Fertilidad Hombres CDMX,Jaime Antonio Hidalgo Carrera,2586.21,1,1
CDMX,Check up Fertilidad Hombres CDMX,Jairo Hernando Pedraza Pinto,2586.21,1,1
CDMX,Check up Fertilidad Hombres GDL,Carlos Parra,2155.17,1,1
CDMX,Check up Fertilidad Hombres GDL,Giovanni López Salamanca,4051.72,2,2
CDMX,Check up Fertilidad Hombres GDL,Miranda Lucía Morán Morales,4310.34,2,2
CDMX,Check up Fertilidad Masculino,Jaime Antonio Hidalgo Carrera,1896.55,1,1
CDMX,Check up Fertilidad Mujeres,(Sin asignar),1896.55,1,1
CDMX,Check up Fertilidad Mujeres,Alma Victoria Villarreal Barranca,86982.7,48,48
CDMX,Check up Fertilidad Mujeres,Armando Miguel Roque Sanchez,24655.15,13,13
CDMX,Check up Fertilidad Mujeres,Eugenia Morán Orozco,21948.26,14,14
CDMX,Check up Fertilidad Mujeres,Giovanni López Salamanca,35636.18,19,19
CDMX,Check up Fertilidad Mujeres,Jaime Antonio Hidalgo Carrera,19999.99,12,12
CDMX,Check up Fertilidad Mujeres,Jairo Hernando Pedraza Pinto,21896.54,12,12
CDMX,Check up Fertilidad Mujeres,Miranda Lucía Morán Morales,63189.61,34,34
CDMX,Check up Fertilidad Mujeres,Monica Olavarria,16637.92,9,9
CDMX,Check up Fertilidad Mujeres,Ruben Gonzalez Ruiz,16206.89,9,9
CDMX,Check up Fertilidad Parejas,Alma Victoria Villarreal Barranca,33189.64,11,11
CDMX,Check up Fertilidad Parejas,Armando Miguel Roque Sanchez,21120.68,7,7
CDMX,Check up Fertilidad Parejas,Eugenia Morán Orozco,25853.44,9,9
CDMX,Check up Fertilidad Parejas,Giovanni López Salamanca,39224.12,13,13
CDMX,Check up Fertilidad Parejas,Jaime Antonio Hidalgo Carrera,12758.62,4,4
CDMX,Check up Fertilidad Parejas,Jairo Hernando Pedraza Pinto,18103.44,6,6
CDMX,Check up Fertilidad Parejas,José Alfonso Gutiérrez Frusch,3017.24,1,1
CDMX,Check up Fertilidad Parejas,Miranda Lucía Morán Morales,24137.92,9,9
CDMX,Check up Fertilidad Parejas,Monica Olavarria,15948.27,6,6
CDMX,Check up Fertilidad Parejas,Ruben Gonzalez Ruiz,5129.31,2,2
CDMX,Check up Fertilidad masculino,Miranda Lucía Morán Morales,1896.55,1,1
CDMX,Check up GALENSTINE CDMX,(Sin asignar),2000.0,1,1
CDMX,Check up Hombres CDMX,Giovanni López Salamanca,8318.98,5,5
CDMX,Check up Hombres CDMX,Jaime Antonio Hidalgo Carrera,10344.84,4,4
CDMX,Check up Hombres CDMX,Jairo Hernando Pedraza Pinto,2586.21,1,1
CDMX,Check up Hombres CDMX,Laboratorio FIV/Andrología,2586.21,1,1
CDMX,Check up Hombres CDMX,Ruben Gonzalez Ruiz,8469.84,6,4
CDMX,Check up Mujeres CDMX,Armando Miguel Roque Sanchez,10344.84,4,4
CDMX,Check up Mujeres CDMX,Eugenia Morán Orozco,23146.58,12,12
CDMX,Check up Mujeres CDMX,Giovanni López Salamanca,12025.89,9,9
CDMX,Check up Mujeres CDMX,Jaime Antonio Hidalgo Carrera,14353.47,7,7
CDMX,Check up Mujeres CDMX,Jairo Hernando Pedraza Pinto,23793.14,13,13
CDMX,Check up Mujeres CDMX,Monica Olavarria,10344.84,4,4
CDMX,Check up Mujeres CDMX,Ruben Gonzalez Ruiz,7758.63,3,3
CDMX,Check up Parejas CDMX,(Sin asignar),3706.9,1,1
CDMX,Check up Parejas CDMX,Eugenia Morán Orozco,23965.54,8,8
CDMX,Check up Parejas CDMX,Giovanni López Salamanca,18448.29,7,7
CDMX,Check up Parejas CDMX,Jaime Antonio Hidalgo Carrera,16070.7,7,7
CDMX,Check up Parejas CDMX,Jairo Hernando Pedraza Pinto,11982.77,4,4
CDMX,Check up Parejas CDMX,Monica Olavarria,3706.9,1,1
CDMX,Check up Parejas CDMX,Ruben Gonzalez Ruiz,18534.5,5,5
CDMX,Check up fertilidad mujeres CDMX,Armando Miguel Roque Sanchez,1551.72,1,1
CDMX,Check up fertilidad mujeres CDMX,Eugenia Morán Orozco,11706.99,6,6
CDMX,Check up fertilidad mujeres CDMX,Giovanni López Salamanca,4698.29,4,4
CDMX,Check up fertilidad mujeres CDMX,Monica Olavarria,1293.1,1,1
CDMX,Check up fertilidad mujeres CDMX,Ruben Gonzalez Ruiz,7396.56,3,3
CDMX,Check up ginecologico,Alma Victoria Villarreal Barranca,11810.35,8,8
CDMX,Check up ginecologico,Armando Miguel Roque Sanchez,6896.56,4,4
CDMX,Check up ginecologico,Eugenia Morán Orozco,1293.1,2,2
CDMX,Check up ginecologico,Giovanni López Salamanca,3879.31,3,3
CDMX,Check up ginecologico,Jairo Hernando Pedraza Pinto,1293.1,1,1
CDMX,Check up ginecologico,José Alfonso Gutiérrez Frusch,1724.14,1,1
CDMX,Check up ginecologico,Miranda Lucía Morán Morales,34314.63,24,24
CDMX,Check up ginecologico,Monica Olavarria,10344.82,7,7
CDMX,Check up ginecologico (sin papanicolao) CDMX,Monica Olavarria,862.07,1,1
CDMX,Check up ginecologico CDMX,Alma Victoria Villarreal Barranca,3189.66,2,2
CDMX,Check up ginecologico CDMX,Armando Miguel Roque Sanchez,5172.42,3,3
CDMX,Check up ginecologico CDMX,Eugenia Morán Orozco,8620.7,5,5
CDMX,Check up ginecologico CDMX,Giovanni López Salamanca,5862.07,4,4
CDMX,Check up ginecologico CDMX,Jairo Hernando Pedraza Pinto,3448.28,2,2
CDMX,Check up ginecologico CDMX,Miranda Lucía Morán Morales,3189.66,2,2
CDMX,Check up ginecologico CDMX,Monica Olavarria,4137.93,3,3
CDMX,Check up ginecologico CDMX,Ruben Gonzalez Ruiz,5172.42,4,4
CDMX,Check upFertilidad  Parejas CDMX,Armando Miguel Roque Sanchez,3706.9,1,1
CDMX,Check upFertilidad  Parejas CDMX,Eugenia Morán Orozco,3706.9,1,1
CDMX,Check upFertilidad  Parejas CDMX,Giovanni López Salamanca,6034.49,2,2
CDMX,Check upFertilidad  Parejas CDMX,Jaime Antonio Hidalgo Carrera,6894.83,2,2
CDMX,Check upFertilidad  Parejas CDMX,Jairo Hernando Pedraza Pinto,11120.7,3,3
CDMX,Checkup Fertilidad CDMX,Armando Miguel Roque Sanchez,2586.21,1,1
CDMX,Chlamydia trachomatis por PCR Cualitativa,Eugenia Morán Orozco,3275.86,1,1
CDMX,Cita de primera vez SOP,Monica Olavarria,7758.6,5,5
CDMX,Cita indiviudal de seguimiento SOP Médico presencial,Monica Olavarria,3103.44,2,2
CDMX,Cita primera vez IPS,(Sin asignar),2586.21,3,3
CDMX,Cita primera vez IPS,Alma Victoria Villarreal Barranca,862.07,1,1
CDMX,Cita primera vez IPS,Armando Miguel Roque Sanchez,2586.21,3,3
CDMX,Cita primera vez IPS,Eugenia Morán Orozco,11206.91,12,13
CDMX,Cita primera vez IPS,Giovanni López Salamanca,5172.42,6,6
CDMX,Cita primera vez IPS,Jaime Antonio Hidalgo Carrera,862.07,2,2
CDMX,Cita primera vez IPS,Jairo Hernando Pedraza Pinto,1724.14,2,2
CDMX,Cita primera vez IPS,Miranda Lucía Morán Morales,862.07,1,1
CDMX,Cita primera vez IPS,Ruben Gonzalez Ruiz,862.07,2,2
CDMX,Citomegalovirus IgG,Giovanni López Salamanca,536.21,1,1
CDMX,Citomegalovirus IgM,Giovanni López Salamanca,536.21,1,1
CDMX,Coito programado - CDMX,Alma Victoria Villarreal Barranca,8620.68,2,2
CDMX,Coito programado - CDMX,Armando Miguel Roque Sanchez,12931.02,3,3
CDMX,Coito programado - CDMX,Miranda Lucía Morán Morales,4310.34,1,1
CDMX,Coito programado - CDMX,Ruben Gonzalez Ruiz,4181.03,1,1
CDMX,Colesterol total,José Alfonso Gutiérrez Frusch,241.38,1,1
CDMX,Colocacion DIU Mirena [Consultorio],Alma Victoria Villarreal Barranca,6465.52,1,1
CDMX,Colocacion DIU Mirena [Consultorio],Armando Miguel Roque Sanchez,6465.52,1,1
CDMX,Colocacion DIU Mirena [Consultorio],Jaime Antonio Hidalgo Carrera,6465.52,1,1
CDMX,Colocacion DIU PLATA,Miranda Lucía Morán Morales,3017.24,1,1
CDMX,Congelamiento de embriones CDMX,Armando Miguel Roque Sanchez,206896.59,2,2
CDMX,Congelamiento de embriones CDMX,Eugenia Morán Orozco,881808.67,11,11
CDMX,Congelamiento de embriones CDMX,Giovanni López Salamanca,1106551.72,12,12
CDMX,Congelamiento de embriones CDMX,Jaime Antonio Hidalgo Carrera,78620.69,1,1
CDMX,Congelamiento de embriones CDMX,Jairo Hernando Pedraza Pinto,609912.75,7,7
CDMX,Congelamiento de embriones CDMX,Monica Olavarria,102586.21,1,1
CDMX,Congelamiento de semen (por depósito),Ruben Gonzalez Ruiz,8620.69,1,2
CDMX,Congelamiento de semen (por depósito) CDMX,Eugenia Morán Orozco,4310.34,1,1
CDMX,Congelamiento de semen (por depósito) CDMX,Jaime Antonio Hidalgo Carrera,4310.34,1,1
CDMX,Congelamiento de semen (por depósito) CDMX,Miranda Lucía Morán Morales,4525.86,1,1
CDMX,Congelamiento de semen (por depósito) CDMX - GDL - MET,Alejandro Sanchez Aranda,4310.34,1,1
CDMX,Congelamiento de semen (por depósito) CDMX - GDL - MET,Alma Victoria Villarreal Barranca,4310.35,1,1
CDMX,Congelamiento de semen (por depósito) CDMX - GDL - MET,Armando Miguel Roque Sanchez,15086.2,4,4
CDMX,Congelamiento de semen (por depósito) CDMX - GDL - MET,Eugenia Morán Orozco,42241.35,8,10
CDMX,Congelamiento de semen (por depósito) CDMX - GDL - MET,Giovanni López Salamanca,44827.79,10,11
CDMX,Congelamiento de semen (por depósito) CDMX - GDL - MET,Griselda Reyes Torres,11206.9,1,3
CDMX,Congelamiento de semen (por depósito) CDMX - GDL - MET,Jaime Antonio Hidalgo Carrera,28879.28,7,7
CDMX,Congelamiento de semen (por depósito) CDMX - GDL - MET,Jairo Hernando Pedraza Pinto,25862.05,4,6
CDMX,Congelamiento de semen (por depósito) CDMX - GDL - MET,José Alfonso Gutiérrez Frusch,21551.7,5,5
CDMX,Congelamiento de semen (por depósito) CDMX - GDL - MET,Ruben Gonzalez Ruiz,17241.36,4,4
CDMX,Congelamiento de óvulos CDMX,Alma Victoria Villarreal Barranca,364439.65,5,5
CDMX,Congelamiento de óvulos CDMX,Armando Miguel Roque Sanchez,759267.24,11,11
CDMX,Congelamiento de óvulos CDMX,Eugenia Morán Orozco,1472629.86,23,23
CDMX,Congelamiento de óvulos CDMX,Giovanni López Salamanca,709913.84,11,11
CDMX,Congelamiento de óvulos CDMX,Jaime Antonio Hidalgo Carrera,595905.17,9,9
CDMX,Congelamiento de óvulos CDMX,Jairo Hernando Pedraza Pinto,716379.29,10,10
CDMX,Congelamiento de óvulos CDMX,Miranda Lucía Morán Morales,81896.55,1,1
CDMX,Congelamiento de óvulos CDMX,Monica Olavarria,81896.55,1,1
CDMX,Congelamiento de óvulos CDMX,Ruben Gonzalez Ruiz,298060.36,5,5
CDMX,Congelamiento de óvulos CDMX Promoción Marzo,Alma Victoria Villarreal Barranca,61422.41,1,1
CDMX,Consulta 14% off all 1st time appointments [Valentines_2026],Jairo Hernando Pedraza Pinto,2298.27,2,2
CDMX,Consulta 14% off all 1st time appointments [Valentines_2026],Ruben Gonzalez Ruiz,1334.48,1,1
CDMX,Consulta Fertilidad CDMX,Alejandro Sanchez Aranda,1423.0,1,1
CDMX,Consulta Fertilidad CDMX,Armando Miguel Roque Sanchez,3103.44,2,2
CDMX,Consulta Fertilidad CDMX,Eugenia Morán Orozco,5237.07,9,9
CDMX,Consulta Fertilidad CDMX,Giovanni López Salamanca,2262.93,2,2
CDMX,Consulta Fertilidad CDMX,Jaime Antonio Hidalgo Carrera,1551.72,1,1
CDMX,Consulta Fertilidad CDMX,Jairo Hernando Pedraza Pinto,4655.16,3,3
CDMX,Consulta Fertilidad CDMX,Ruben Gonzalez Ruiz,2327.58,2,2
CDMX,Consulta Galentine's Day Check-up [with lower cost AMH] - Galentines_2026,Armando Miguel Roque Sanchez,4929.3,3,3
CDMX,Consulta Galentine's Day Check-up [with lower cost AMH] - Galentines_2026,Eugenia Morán Orozco,1334.47,1,1
CDMX,Consulta Galentine's Day Check-up [with lower cost AMH] - Galentines_2026,Jaime Antonio Hidalgo Carrera,13188.79,5,5
CDMX,Consulta Galentine's Day Check-up [with lower cost AMH] - Galentines_2026,Jairo Hernando Pedraza Pinto,5000.0,2,2
CDMX,Consulta Galentine's Day Check-up [with lower cost AMH] - Galentines_2026,Ruben Gonzalez Ruiz,8965.52,4,4
CDMX,Consulta Presencial Especialista [Promo 1000],Armando Miguel Roque Sanchez,1724.14,2,2
CDMX,Consulta Presencial Especialista [Promo 1000],Eugenia Morán Orozco,862.07,1,1
CDMX,Consulta Presencial Especialista [Promo 1000],Giovanni López Salamanca,862.07,1,1
CDMX,Consulta Presencial Especialista [Promo 1000],Jaime Antonio Hidalgo Carrera,862.07,1,1
CDMX,Consulta Presencial Especialista [Promo 1000],Jairo Hernando Pedraza Pinto,862.07,1,1
CDMX,Consulta Presencial Especialista [Promo 1000],Ruben Gonzalez Ruiz,1724.14,2,2
CDMX,Consulta de nutrición - CDMX,Eugenia Morán Orozco,1551.72,1,1
CDMX,Consulta de nutrición - CDMX,Monica Olavarria,1379.31,1,1
CDMX,Consulta de nutrición CDMX,(Sin asignar),1551.72,1,1
CDMX,Consulta de nutrición CDMX,Alma Victoria Villarreal Barranca,0.0,1,1
CDMX,Consulta de nutrición CDMX,Armando Miguel Roque Sanchez,3010.34,2,2
CDMX,Consulta de nutrición CDMX,Eugenia Morán Orozco,0.0,2,2
CDMX,Consulta de nutrición CDMX,Giovanni López Salamanca,0.0,1,1
CDMX,Consulta de nutrición CDMX,Monica Olavarria,13448.25,11,11
CDMX,Consulta de primera vez,(Sin asignar),1896.55,2,2
CDMX,Consulta de primera vez,Alma Victoria Villarreal Barranca,25862.47,27,27
CDMX,Consulta de primera vez,Armando Miguel Roque Sanchez,43275.79,38,38
CDMX,Consulta de primera vez,Carlos Parra,862.07,1,1
CDMX,Consulta de primera vez,Diana Duran,862.07,1,1
CDMX,Consulta de primera vez,Eugenia Morán Orozco,26551.68,40,40
CDMX,Consulta de primera vez,Giovanni López Salamanca,26164.2,24,24
CDMX,Consulta de primera vez,Jaime Antonio Hidalgo Carrera,12586.19,11,11
CDMX,Consulta de primera vez,Jairo Hernando Pedraza Pinto,20258.59,20,20
CDMX,Consulta de primera vez,José Alfonso Gutiérrez Frusch,2155.17,2,2
CDMX,Consulta de primera vez,Miranda Lucía Morán Morales,29741.77,27,27
CDMX,Consulta de primera vez,Monica Olavarria,7284.47,8,6
CDMX,Consulta de primera vez,Ruben Gonzalez Ruiz,10689.64,8,8
CDMX,Consulta de primera vez + HAM,Ruben Gonzalez Ruiz,711.21,1,1
CDMX,Consulta de primera vez en línea,Eugenia Morán Orozco,2241.38,2,2
CDMX,Consulta de primera vez online,(Sin asignar),1120.69,1,1
CDMX,Consulta de primera vez online,Armando Miguel Roque Sanchez,2241.38,2,2
CDMX,Consulta de primera vez online,Eugenia Morán Orozco,10431.04,11,11
CDMX,Consulta de primera vez online,Giovanni López Salamanca,8318.97,9,9
CDMX,Consulta de primera vez online,Jaime Antonio Hidalgo Carrera,3103.45,4,4
CDMX,Consulta de primera vez online,Jairo Hernando Pedraza Pinto,5948.28,6,6
CDMX,Consulta de primera vez online,Ruben Gonzalez Ruiz,8879.32,9,9
CDMX,Consulta de primera vez online CDMX,Eugenia Morán Orozco,16551.73,14,15
CDMX,Consulta de primera vez online CDMX,Giovanni López Salamanca,1982.76,2,2
CDMX,Consulta de primera vez online CDMX,Jaime Antonio Hidalgo Carrera,4482.76,4,4
CDMX,Consulta de primera vez online CDMX,Jairo Hernando Pedraza Pinto,2241.38,2,2
CDMX,Consulta de primera vez online CDMX,Monica Olavarria,1120.69,1,1
CDMX,Consulta de primera vez online [Promo 800],Alma Victoria Villarreal Barranca,1379.32,2,2
CDMX,Consulta de primera vez online [Promo 800],Armando Miguel Roque Sanchez,689.66,1,1
CDMX,Consulta de primera vez online [Promo 800],Eugenia Morán Orozco,5517.28,8,8
CDMX,Consulta de primera vez online [Promo 800],Giovanni López Salamanca,689.66,1,1
CDMX,Consulta de primera vez online [Promo 800],Jaime Antonio Hidalgo Carrera,689.66,1,1
CDMX,Consulta de primera vez online [Promo 800],Jairo Hernando Pedraza Pinto,2758.64,4,4
CDMX,Consulta de primera vez padres de intención,Eugenia Morán Orozco,2586.21,3,3
CDMX,Consulta de primera vez presencial,Alma Victoria Villarreal Barranca,1724.14,2,2
CDMX,Consulta de primera vez presencial,Armando Miguel Roque Sanchez,3448.28,4,4
CDMX,Consulta de primera vez presencial,Eugenia Morán Orozco,4310.35,5,5
CDMX,Consulta de primera vez presencial,Giovanni López Salamanca,862.07,2,2
CDMX,Consulta de primera vez presencial,Jaime Antonio Hidalgo Carrera,2586.21,3,3
CDMX,Consulta de primera vez presencial,Jairo Hernando Pedraza Pinto,1724.14,2,2
CDMX,Consulta de primera vez presencial,Miranda Lucía Morán Morales,862.07,1,1
CDMX,Consulta de primera vez presencial,Monica Olavarria,862.07,1,1
CDMX,Consulta obstetricia,Eugenia Morán Orozco,1293.1,1,1
CDMX,Consulta online [Promo 800],Jaime Antonio Hidalgo Carrera,689.66,1,1
CDMX,Consulta presencial + HAM [Promo 1700],(Sin asignar),1465.52,1,1
CDMX,Consulta presencial + HAM [Promo 1700],Alma Victoria Villarreal Barranca,13189.68,9,9
CDMX,Consulta presencial + HAM [Promo 1700],Armando Miguel Roque Sanchez,11724.16,8,8
CDMX,Consulta presencial + HAM [Promo 1700],Eugenia Morán Orozco,13189.68,10,10
CDMX,Consulta presencial + HAM [Promo 1700],Giovanni López Salamanca,8793.12,6,6
CDMX,Consulta presencial + HAM [Promo 1700],Jaime Antonio Hidalgo Carrera,5862.08,4,4
CDMX,Consulta presencial + HAM [Promo 1700],Jairo Hernando Pedraza Pinto,17586.24,12,12
CDMX,Consulta presencial + HAM [Promo 1700],Miranda Lucía Morán Morales,19051.76,13,13
CDMX,Consulta presencial + HAM [Promo 1700],Monica Olavarria,2931.04,2,2
CDMX,Consulta presencial + HAM [Promo 1700],Ruben Gonzalez Ruiz,20429.35,14,14
CDMX,Consulta primera vez SOP,(Sin asignar),3103.44,2,2
CDMX,Consulta primera vez SOP,Miranda Lucía Morán Morales,4655.16,3,3
CDMX,Consulta primera vez SOP,Monica Olavarria,13965.48,9,9
CDMX,Consulta subsecuente,Armando Miguel Roque Sanchez,4267.23,3,3
CDMX,Consulta subsecuente,Eugenia Morán Orozco,8663.77,6,6
CDMX,Consulta subsecuente,Giovanni López Salamanca,1422.41,1,1
CDMX,Consulta subsecuente,Jaime Antonio Hidalgo Carrera,4267.23,3,3
CDMX,Consulta subsecuente,Monica Olavarria,2844.82,2,2
CDMX,Consulta subsecuente,Monica Yazmin Olavarria Guadarrama,1422.41,1,1
CDMX,Consulta subsecuente,Ruben Gonzalez Ruiz,1422.41,1,1
CDMX,"Consulta subsecuente
online",Eugenia Morán Orozco,1120.69,1,1
CDMX,"Consulta subsecuente
online",Ruben Gonzalez Ruiz,689.66,1,1
CDMX,Cortisol,Monica Olavarria,280.17,1,1
CDMX,Creatinina,Giovanni López Salamanca,90.0,1,1
CDMX,Cuerpo Amarillo,Eugenia Morán Orozco,70173.0,36,69
CDMX,Cuerpo Amarillo,Giovanni López Salamanca,12590.46,9,13
CDMX,Cuerpo Amarillo,Jaime Antonio Hidalgo Carrera,1017.0,1,1
CDMX,Cuerpo Amarillo,Jairo Hernando Pedraza Pinto,6102.0,5,6
CDMX,Cuerpo Amarillo,José Alfonso Gutiérrez Frusch,2034.0,1,2
CDMX,Cuerpo Amarillo,Ruben Gonzalez Ruiz,5085.0,4,5
CDMX,Cultivo de Exudado Vaginal,Alma Victoria Villarreal Barranca,560.34,1,1
CDMX,Cultivo de Exudado Vaginal,Armando Miguel Roque Sanchez,3362.04,6,6
CDMX,Cultivo de Exudado Vaginal,Eugenia Morán Orozco,13448.16,25,25
CDMX,Cultivo de Exudado Vaginal,Giovanni López Salamanca,1681.02,3,3
CDMX,Cultivo de Exudado Vaginal,Jairo Hernando Pedraza Pinto,1681.02,3,3
CDMX,Cultivo de Exudado Vaginal,Monica Olavarria,2241.36,4,4
CDMX,Cultivo de Exudado Vaginal,Ruben Gonzalez Ruiz,1120.68,2,2
CDMX,Cultivo de orina,Eugenia Morán Orozco,948.28,2,2
CDMX,Cultivo de orina,Miranda Lucía Morán Morales,474.14,1,1
CDMX,Cultivos infecciosos masculinos,Armando Miguel Roque Sanchez,4310.34,1,1
CDMX,Cuota de almacenamiento anual,Eva Bonifacio Leon,0.0,1,1
CDMX,Cuota de almacenamiento anual,José Alfonso Gutiérrez Frusch,17241.36,5,5
CDMX,Cuota de almacenamiento anual (Gametos),Alejandro Kava Braveman,4310.34,1,1
CDMX,Cuota de almacenamiento anual (Gametos),Alejandro Sanchez Aranda,17241.36,4,4
CDMX,Cuota de almacenamiento anual (Gametos),Andrea Andrade Rodríguez,4310.34,1,1
CDMX,Cuota de almacenamiento anual (Gametos),Eugenia Morán Orozco,17241.36,4,4
CDMX,Cuota de almacenamiento anual (Gametos),Eva Bonifacio Leon,8620.68,2,2
CDMX,Cuota de almacenamiento anual (Gametos),Fabian Ricardo Castañeda Bochm,4310.34,1,1
CDMX,Cuota de almacenamiento anual (Gametos),Gerardo Armando Paladino Barquera,4310.34,1,1
CDMX,Cuota de almacenamiento anual (Gametos),Giovanni López Salamanca,4310.34,1,1
CDMX,Cuota de almacenamiento anual (Gametos),Griselda Reyes Torres,8620.68,2,2
CDMX,Cuota de almacenamiento anual (Gametos),Jaime Antonio Hidalgo Carrera,12931.02,3,3
CDMX,Cuota de almacenamiento anual (Gametos),Jose Modesto Alfredo Gongora Rodriguez,4310.34,2,2
CDMX,Cuota de almacenamiento anual (Gametos),José Alfonso Gutiérrez Frusch,38793.06,9,9
CDMX,Cuota de almacenamiento anual (Gametos),José Manuel Lozano Sánchez,4310.34,1,1
CDMX,Cuota de almacenamiento anual (Gametos),Mayella Fernández del Campo,12931.02,3,3
CDMX,Cuota de almacenamiento anual (Gametos),Monica Yazmin Olavarria Guadarrama,4310.34,1,1
CDMX,Cuota de almacenamiento anual (Gametos),Ruben Gonzalez Ruiz,4310.34,1,1
CDMX,Cuota de almacenamiento anual (Gametos),Ruben Tlapanco Vargas,4310.34,1,1
CDMX,Cuota de almacenamiento anual Ovulo,Daniel Pascal Ponton,4310.34,1,1
CDMX,Cuota de almacenamiento anual Ovulo,Eva Bonifacio Leon,8620.68,2,2
CDMX,Cuota de almacenamiento anual Ovulo,Griselda Reyes Torres,8620.68,2,2
CDMX,Cuota de almacenamiento anual Ovulo,José Alfonso Gutiérrez Frusch,21551.7,5,5
CDMX,Cuota de almacenamiento anual Ovulo,María de los Ángeles Flores Manzur,4310.34,1,1
CDMX,Cuota de almacenamiento anual Ovulo,Mayella Fernández del Campo,4310.34,1,1
CDMX,Cuota de almacenamiento anual Ovulo,Ruben Tlapanco Vargas,4310.34,1,1
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Alejandro Kava Braveman,34482.72,9,9
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Alejandro Sanchez Aranda,21551.7,5,5
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Armando Miguel Roque Sanchez,4310.34,1,1
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Berenice Flores,4310.34,1,1
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Carlos Parra,8620.68,2,2
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Daniel Pascal Ponton,4310.34,1,1
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Deborah Cassis Bendeck,17241.37,2,6
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Edna Amaro,4310.34,1,1
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Eugenia Morán Orozco,109913.69,23,28
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Eva Bonifacio Leon,73017.19,11,19
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Fabiola del Carmen Brito Sandoval,4310.34,1,1
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Felipe de Jesús Compeán Báez,4310.34,1,1
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Gerardo Armando Paladino Barquera,25862.04,6,6
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Giovanni López Salamanca,30172.38,9,9
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Griselda Reyes Torres,25862.04,6,6
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Guadalupe Nolazco Beltrán,8620.68,2,2
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Jaime Antonio Hidalgo Carrera,8620.68,2,2
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Jairo Hernando Pedraza Pinto,34482.74,5,9
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Jorge Manuel Rodriguez Purata,17241.36,4,4
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Jorge Michel (EX),4310.34,1,1
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,Jose Modesto Alfredo Gongora Rodriguez,4310.34,1,1
CDMX,Cuota de almacenamiento anual Ovulo / Embrion,José Alfonso Gutiérrez Frusch,215517.05,49,54
