Sede,Concepto,MesNum,Ingresos,Atenciones,Uds
GDL,Consulta de nutrición GDL,1,0.0,0,0
GDL,Consulta de nutrición GDL,2,0.0,0,0
GDL,Consulta de nutrición GDL,3,0.0,0,0
GDL,Consulta de nutrición GDL,4,0.0,0,0
GDL,Consulta de nutrición GDL,5,1379.31,1,1
GDL,Consulta de nutrición GDL,6,0.0,1,1
GDL,Consulta de nutrición GDL,7,1379.31,1,1
GDL,Consulta de nutrición GDL,8,2413.79,4,2
GDL,Terapia individual - GDL,1,0.0,0,0
GDL,Terapia individual - GDL,2,0.0,0,0
GDL,Terapia individual - GDL,3,0.0,0,0
GDL,Terapia individual - GDL,4,0.0,0,0
GDL,Terapia individual - GDL,5,0.0,0,0
GDL,Terapia individual - GDL,6,0.0,0,0
GDL,Terapia individual - GDL,7,1034.48,1,1
GDL,Terapia individual - GDL,8,1034.48,3,1
MTP,Almacenamiento de gametos 1 año,1,0.0,0,0
MTP,Almacenamiento de gametos 1 año,2,0.0,0,0
MTP,Almacenamiento de gametos 1 año,3,0.0,0,0
MTP,Almacenamiento de gametos 1 año,4,0.0,0,0
MTP,Almacenamiento de gametos 1 año,5,12068.96,2,2
MTP,Almacenamiento de gametos 1 año,6,18965.51,6,6
MTP,Almacenamiento de gametos 1 año,7,4310.34,1,1
MTP,Almacenamiento de gametos 1 año,8,43103.42,17,17
MTP,Almacenamiento de gametos 5 años,1,0.0,0,0
MTP,Almacenamiento de gametos 5 años,2,0.0,0,0
MTP,Almacenamiento de gametos 5 años,3,0.0,0,0
MTP,Almacenamiento de gametos 5 años,4,0.0,0,0
MTP,Almacenamiento de gametos 5 años,5,0.0,0,0
MTP,Almacenamiento de gametos 5 años,6,25862.06,2,2
MTP,Almacenamiento de gametos 5 años,7,0.0,0,0
MTP,Almacenamiento de gametos 5 años,8,17241.38,1,1
MTP,Congelamiento de embriones MET,1,51896.62,1,1
MTP,Congelamiento de embriones MET,2,0.0,0,0
MTP,Congelamiento de embriones MET,3,0.0,0,0
MTP,Congelamiento de embriones MET,4,0.0,0,0
MTP,Congelamiento de embriones MET,5,0.0,0,0
MTP,Congelamiento de embriones MET,6,0.0,0,0
MTP,Congelamiento de embriones MET,7,0.0,0,0
MTP,Congelamiento de embriones MET,8,54956.9,1,1
MTP,Congelamiento de semen (por depósito) CDMX - GDL - MET,1,0.0,0,0
MTP,Congelamiento de semen (por depósito) CDMX - GDL - MET,2,0.0,0,0
MTP,Congelamiento de semen (por depósito) CDMX - GDL - MET,3,0.0,0,0
MTP,Congelamiento de semen (por depósito) CDMX - GDL - MET,4,0.0,0,0
MTP,Congelamiento de semen (por depósito) CDMX - GDL - MET,5,0.0,0,0
MTP,Congelamiento de semen (por depósito) CDMX - GDL - MET,6,8620.69,2,2
MTP,Congelamiento de semen (por depósito) CDMX - GDL - MET,7,4310.34,1,1
MTP,Congelamiento de semen (por depósito) CDMX - GDL - MET,8,4310.34,1,1
MTP,Check up ginecologico,1,0.0,0,0
MTP,Check up ginecologico,2,0.0,0,0
MTP,Check up ginecologico,3,0.0,0,0
MTP,Check up ginecologico,4,0.0,0,0
MTP,Check up ginecologico,5,3448.28,2,2
MTP,Check up ginecologico,6,2586.2,2,2
MTP,Check up ginecologico,7,3879.3,3,3
MTP,Check up ginecologico,8,1293.1,16,16
MTP,Consulta de primera vez,1,0.0,0,0
MTP,Consulta de primera vez,2,0.0,0,0
MTP,Consulta de primera vez,3,0.0,0,0
MTP,Consulta de primera vez,4,862.07,2,2
MTP,Consulta de primera vez,5,6465.5,6,6
MTP,Consulta de primera vez,6,2586.2,4,4
MTP,Consulta de primera vez,7,862.07,19,19
MTP,Consulta de primera vez,8,0.0,25,25
MTP,Check up Fertilidad Mujeres,1,0.0,0,0
MTP,Check up Fertilidad Mujeres,2,0.0,0,0
MTP,Check up Fertilidad Mujeres,3,0.0,0,0
MTP,Check up Fertilidad Mujeres,4,0.0,0,0
MTP,Check up Fertilidad Mujeres,5,5689.65,3,3
MTP,Check up Fertilidad Mujeres,6,3793.1,2,2
MTP,Check up Fertilidad Mujeres,7,7415.51,4,4
MTP,Check up Fertilidad Mujeres,8,3622.41,2,2
MTP,Check up Fertilidad Parejas,1,0.0,0,0
MTP,Check up Fertilidad Parejas,2,0.0,0,0
MTP,Check up Fertilidad Parejas,3,0.0,0,0
MTP,Check up Fertilidad Parejas,4,0.0,0,0
MTP,Check up Fertilidad Parejas,5,6034.48,2,2
MTP,Check up Fertilidad Parejas,6,3017.24,1,1
MTP,Check up Fertilidad Parejas,7,3017.24,1,1
MTP,Check up Fertilidad Parejas,8,9051.72,3,3
MTP,Plática de resultados,1,517.24,1,1
MTP,Plática de resultados,2,1034.48,2,2
MTP,Plática de resultados,3,0.0,0,0
MTP,Plática de resultados,4,0.0,0,0
MTP,Plática de resultados,5,517.24,1,1
MTP,Plática de resultados,6,0.0,0,0
MTP,Plática de resultados,7,517.24,1,1
MTP,Plática de resultados,8,0.0,0,0
MTP,ASPIRINA PROTEC 100MG 28 TAB,1,0.0,0,0
MTP,ASPIRINA PROTEC 100MG 28 TAB,2,240.0,1,1
MTP,ASPIRINA PROTEC 100MG 28 TAB,3,1200.0,5,5
MTP,ASPIRINA PROTEC 100MG 28 TAB,4,480.0,2,2
MTP,ASPIRINA PROTEC 100MG 28 TAB,5,240.0,1,1
MTP,ASPIRINA PROTEC 100MG 28 TAB,6,0.0,0,0
MTP,ASPIRINA PROTEC 100MG 28 TAB,7,480.0,2,2
MTP,ASPIRINA PROTEC 100MG 28 TAB,8,720.0,3,3
MTP,Cetrotide 0.25mg,1,16032.0,5,12
MTP,Cetrotide 0.25mg,2,33400.0,10,25
MTP,Cetrotide 0.25mg,3,40080.0,11,30
MTP,Cetrotide 0.25mg,4,32064.0,10,24
MTP,Cetrotide 0.25mg,5,37408.0,11,28
MTP,Cetrotide 0.25mg,6,10688.0,3,8
MTP,Cetrotide 0.25mg,7,18704.0,4,14
MTP,Cetrotide 0.25mg,8,28056.0,10,24
MTP,GONAL-F PEN2.0 - 300IU,1,0.0,0,0
MTP,GONAL-F PEN2.0 - 300IU,2,5018.0,1,1
MTP,GONAL-F PEN2.0 - 300IU,3,15450.0,3,3
MTP,GONAL-F PEN2.0 - 300IU,4,36050.0,6,7
MTP,GONAL-F PEN2.0 - 300IU,5,33000.0,4,6
MTP,GONAL-F PEN2.0 - 300IU,6,5500.0,1,1
MTP,GONAL-F PEN2.0 - 300IU,7,27500.0,3,5
MTP,GONAL-F PEN2.0 - 300IU,8,22000.0,4,4
MTP,GONAL-F PEN2.0 - 900IU,1,0.0,0,0
MTP,GONAL-F PEN2.0 - 900IU,2,38286.0,3,3
MTP,GONAL-F PEN2.0 - 900IU,3,178668.0,14,14
MTP,GONAL-F PEN2.0 - 900IU,4,127620.0,7,10
MTP,GONAL-F PEN2.0 - 900IU,5,191100.0,13,14
MTP,GONAL-F PEN2.0 - 900IU,6,27300.0,2,2
MTP,GONAL-F PEN2.0 - 900IU,7,81900.0,5,6
MTP,GONAL-F PEN2.0 - 900IU,8,95550.0,6,7
MTP,Gonapeptyl Daily 0.1 (por ampolla),1,6328.0,4,14
MTP,Gonapeptyl Daily 0.1 (por ampolla),2,3616.0,4,8
MTP,Gonapeptyl Daily 0.1 (por ampolla),3,4520.0,5,10
MTP,Gonapeptyl Daily 0.1 (por ampolla),4,3616.0,4,8
MTP,Gonapeptyl Daily 0.1 (por ampolla),5,2880.0,3,6
MTP,Gonapeptyl Daily 0.1 (por ampolla),6,1920.0,2,4
MTP,Gonapeptyl Daily 0.1 (por ampolla),7,1920.0,2,4
MTP,Gonapeptyl Daily 0.1 (por ampolla),8,4800.0,5,10
MTP,LEVONORGESTREL/ ETINILESTRADIOL 0.15/0.03MG 21 TAB (MICROGYNON),1,0.0,0,0
MTP,LEVONORGESTREL/ ETINILESTRADIOL 0.15/0.03MG 21 TAB (MICROGYNON),2,414.0,1,1
MTP,LEVONORGESTREL/ ETINILESTRADIOL 0.15/0.03MG 21 TAB (MICROGYNON),3,828.0,2,2
MTP,LEVONORGESTREL/ ETINILESTRADIOL 0.15/0.03MG 21 TAB (MICROGYNON),4,828.0,2,2
MTP,LEVONORGESTREL/ ETINILESTRADIOL 0.15/0.03MG 21 TAB (MICROGYNON),5,828.0,2,2
MTP,LEVONORGESTREL/ ETINILESTRADIOL 0.15/0.03MG 21 TAB (MICROGYNON),6,414.0,1,1
MTP,LEVONORGESTREL/ ETINILESTRADIOL 0.15/0.03MG 21 TAB (MICROGYNON),7,0.0,0,0
MTP,LEVONORGESTREL/ ETINILESTRADIOL 0.15/0.03MG 21 TAB (MICROGYNON),8,1656.0,5,5
MTP,Letz 2.5mg,1,0.0,0,0
MTP,Letz 2.5mg,2,0.0,0,0
MTP,Letz 2.5mg,3,2400.0,3,3
MTP,Letz 2.5mg,4,0.0,0,0
MTP,Letz 2.5mg,5,0.0,0,0
MTP,Letz 2.5mg,6,800.0,1,1
MTP,Letz 2.5mg,7,0.0,0,0
MTP,Letz 2.5mg,8,800.0,1,1
MTP,Merapur 75 UI (por ampolla),1,55366.0,10,70
MTP,Merapur 75 UI (por ampolla),2,56161.0,14,71
MTP,Merapur 75 UI (por ampolla),3,49833.0,11,63
MTP,Merapur 75 UI (por ampolla),4,43505.0,10,55
MTP,Merapur 75 UI (por ampolla),5,44500.0,10,50
MTP,Merapur 75 UI (por ampolla),6,19580.0,3,22
MTP,Merapur 75 UI (por ampolla),7,84550.0,16,95
MTP,Merapur 75 UI (por ampolla),8,68530.0,15,81
MTP,NOCELE 30 CAPSULAS,1,0.0,0,0
MTP,NOCELE 30 CAPSULAS,2,0.0,0,0
MTP,NOCELE 30 CAPSULAS,3,0.0,0,0
MTP,NOCELE 30 CAPSULAS,4,0.0,0,0
MTP,NOCELE 30 CAPSULAS,5,0.0,0,0
MTP,NOCELE 30 CAPSULAS,6,0.0,0,0
MTP,NOCELE 30 CAPSULAS,7,0.0,0,0
MTP,NOCELE 30 CAPSULAS,8,1500.0,5,5
MTP,OGESTAN ANDRACTIV 30 CAPSULAS,1,0.0,0,0
MTP,OGESTAN ANDRACTIV 30 CAPSULAS,2,0.0,0,0
MTP,OGESTAN ANDRACTIV 30 CAPSULAS,3,0.0,0,0
MTP,OGESTAN ANDRACTIV 30 CAPSULAS,4,0.0,0,0
MTP,OGESTAN ANDRACTIV 30 CAPSULAS,5,0.0,0,0
MTP,OGESTAN ANDRACTIV 30 CAPSULAS,6,0.0,0,0
MTP,OGESTAN ANDRACTIV 30 CAPSULAS,7,0.0,0,0
MTP,OGESTAN ANDRACTIV 30 CAPSULAS,8,500.0,1,1
MTP,OMEGA 3 DE 90 CÁPS (MATTER),1,0.0,0,0
MTP,OMEGA 3 DE 90 CÁPS (MATTER),2,0.0,0,0
MTP,OMEGA 3 DE 90 CÁPS (MATTER),3,1120.69,1,1
MTP,OMEGA 3 DE 90 CÁPS (MATTER),4,1120.69,1,1
MTP,OMEGA 3 DE 90 CÁPS (MATTER),5,1120.69,1,1
MTP,OMEGA 3 DE 90 CÁPS (MATTER),6,0.0,0,0
MTP,OMEGA 3 DE 90 CÁPS (MATTER),7,1120.69,1,1
MTP,OMEGA 3 DE 90 CÁPS (MATTER),8,0.0,0,0
MTP,OVIDREL F-PEN 250MCG - PLUMAS,1,0.0,0,0
MTP,OVIDREL F-PEN 250MCG - PLUMAS,2,12294.0,3,6
MTP,OVIDREL F-PEN 250MCG - PLUMAS,3,12618.0,6,6
MTP,OVIDREL F-PEN 250MCG - PLUMAS,4,10515.0,5,5
MTP,OVIDREL F-PEN 250MCG - PLUMAS,5,11750.0,4,5
MTP,OVIDREL F-PEN 250MCG - PLUMAS,6,4700.0,2,2
MTP,OVIDREL F-PEN 250MCG - PLUMAS,7,7050.0,3,3
MTP,OVIDREL F-PEN 250MCG - PLUMAS,8,14100.0,6,6
MTP,PREDNISONA 20 MG C/30 TAB (METICORTEN) ASPEN,1,0.0,0,0
MTP,PREDNISONA 20 MG C/30 TAB (METICORTEN) ASPEN,2,0.0,0,0
MTP,PREDNISONA 20 MG C/30 TAB (METICORTEN) ASPEN,3,750.0,1,1
MTP,PREDNISONA 20 MG C/30 TAB (METICORTEN) ASPEN,4,750.0,1,1
MTP,PREDNISONA 20 MG C/30 TAB (METICORTEN) ASPEN,5,750.0,1,1
MTP,PREDNISONA 20 MG C/30 TAB (METICORTEN) ASPEN,6,1500.0,2,2
MTP,PREDNISONA 20 MG C/30 TAB (METICORTEN) ASPEN,7,1500.0,2,2
MTP,PREDNISONA 20 MG C/30 TAB (METICORTEN) ASPEN,8,750.0,1,1
MTP,PRIMOGYN 2 MG C/28 GRAG,1,0.0,0,0
MTP,PRIMOGYN 2 MG C/28 GRAG,2,0.0,0,0
MTP,PRIMOGYN 2 MG C/28 GRAG,3,1000.0,1,1
MTP,PRIMOGYN 2 MG C/28 GRAG,4,2000.0,2,2
MTP,PRIMOGYN 2 MG C/28 GRAG,5,2000.0,2,2
MTP,PRIMOGYN 2 MG C/28 GRAG,6,0.0,0,0
MTP,PRIMOGYN 2 MG C/28 GRAG,7,6000.0,6,6
MTP,PRIMOGYN 2 MG C/28 GRAG,8,4000.0,4,4
MTP,REGENESIX MAX CAPSULAS,1,0.0,0,0
MTP,REGENESIX MAX CAPSULAS,2,0.0,0,0
MTP,REGENESIX MAX CAPSULAS,3,0.0,0,0
MTP,REGENESIX MAX CAPSULAS,4,0.0,0,0
MTP,REGENESIX MAX CAPSULAS,5,0.0,0,0
MTP,REGENESIX MAX CAPSULAS,6,0.0,0,0
MTP,REGENESIX MAX CAPSULAS,7,0.0,0,0
MTP,REGENESIX MAX CAPSULAS,8,2400.0,3,3
MTP,SUPLEMENTO - FORCELL FEM,1,0.0,0,0
MTP,SUPLEMENTO - FORCELL FEM,2,895.0,1,1
MTP,SUPLEMENTO - FORCELL FEM,3,3580.0,3,4
MTP,SUPLEMENTO - FORCELL FEM,4,1790.0,2,2
MTP,SUPLEMENTO - FORCELL FEM,5,0.0,0,0
MTP,SUPLEMENTO - FORCELL FEM,6,0.0,0,0
MTP,SUPLEMENTO - FORCELL FEM,7,895.0,1,1
MTP,SUPLEMENTO - FORCELL FEM,8,0.0,0,0
MTP,SUPLEMENTO - FORCELL MEN,1,0.0,0,0
MTP,SUPLEMENTO - FORCELL MEN,2,0.0,0,0
MTP,SUPLEMENTO - FORCELL MEN,3,4724.0,2,2
MTP,SUPLEMENTO - FORCELL MEN,4,4724.0,2,2
MTP,SUPLEMENTO - FORCELL MEN,5,2362.0,1,1
MTP,SUPLEMENTO - FORCELL MEN,6,2362.0,1,1
MTP,SUPLEMENTO - FORCELL MEN,7,7086.0,3,3
MTP,SUPLEMENTO - FORCELL MEN,8,2362.0,1,1
MTP,UTROGESTAN 100MG CAP CAJ C/30,1,0.0,0,0
MTP,UTROGESTAN 100MG CAP CAJ C/30,2,0.0,0,0
MTP,UTROGESTAN 100MG CAP CAJ C/30,3,14950.0,10,23
MTP,UTROGESTAN 100MG CAP CAJ C/30,4,5850.0,4,9
MTP,UTROGESTAN 100MG CAP CAJ C/30,5,5200.0,2,8
MTP,UTROGESTAN 100MG CAP CAJ C/30,6,7150.0,3,11
MTP,UTROGESTAN 100MG CAP CAJ C/30,7,13000.0,5,20
MTP,UTROGESTAN 100MG CAP CAJ C/30,8,8450.0,8,15
MTP,Histerosonografía,1,2887.93,1,1
MTP,Histerosonografía,2,0.0,0,0
MTP,Histerosonografía,3,0.0,0,0
MTP,Histerosonografía,4,0.0,0,0
MTP,Histerosonografía,5,0.0,0,0
MTP,Histerosonografía,6,3017.24,1,1
MTP,Histerosonografía,7,0.0,0,0
MTP,Histerosonografía,8,3017.24,1,1
MTP,Ultrasonido,1,7758.6,6,6
MTP,Ultrasonido,2,9051.71,5,7
MTP,Ultrasonido,3,7758.61,3,6
MTP,Ultrasonido,4,2586.2,2,2
MTP,Ultrasonido,5,1293.1,1,1
MTP,Ultrasonido,6,5172.4,4,4
MTP,Ultrasonido,7,7758.61,5,6
MTP,Ultrasonido,8,5172.4,4,4
MTP,Papanicolaou,1,0.0,2,2
MTP,Papanicolaou,2,0.0,5,5
MTP,Papanicolaou,3,0.0,2,2
MTP,Papanicolaou,4,2355.18,5,5
MTP,Papanicolaou,5,0.0,2,2
MTP,Papanicolaou,6,0.0,1,1
MTP,Papanicolaou,7,1120.69,3,3
MTP,Papanicolaou,8,3362.07,4,4
MTP,Estradiol,1,0.0,0,0
MTP,Estradiol,2,0.0,0,0
MTP,Estradiol,3,0.0,0,0
MTP,Estradiol,4,1043.1,2,2
MTP,Estradiol,5,0.0,0,0
MTP,Estradiol,6,0.0,0,0
MTP,Estradiol,7,521.55,1,1
MTP,Estradiol,8,0.0,0,0
MTP,Examen general de orina,1,0.0,0,0
MTP,Examen general de orina,2,0.0,0,0
MTP,Examen general de orina,3,0.0,0,0
MTP,Examen general de orina,4,0.0,0,0
MTP,Examen general de orina,5,0.0,0,0
MTP,Examen general de orina,6,0.0,0,0
MTP,Examen general de orina,7,465.52,2,2
MTP,Examen general de orina,8,232.76,1,1
MTP,FSH,1,387.93,1,1
MTP,FSH,2,0.0,0,0
MTP,FSH,3,775.86,2,2
MTP,FSH,4,775.86,2,2
MTP,FSH,5,0.0,0,0
MTP,FSH,6,0.0,0,0
MTP,FSH,7,387.93,1,1
MTP,FSH,8,0.0,0,0
MTP,Glucosa,1,0.0,0,0
MTP,Glucosa,2,0.0,0,0
MTP,Glucosa,3,0.0,0,0
MTP,Glucosa,4,189.66,1,1
MTP,Glucosa,5,189.66,1,1
MTP,Glucosa,6,379.32,2,2
MTP,Glucosa,7,379.32,2,2
MTP,Glucosa,8,379.32,2,2
MTP,Grupo Sanguíneo RH,1,0.0,4,4
MTP,Grupo Sanguíneo RH,2,318.97,6,6
MTP,Grupo Sanguíneo RH,3,0.0,4,4
MTP,Grupo Sanguíneo RH,4,0.0,2,2
MTP,Grupo Sanguíneo RH,5,0.0,6,6
MTP,Grupo Sanguíneo RH,6,0.0,0,0
MTP,Grupo Sanguíneo RH,7,318.97,4,4
MTP,Grupo Sanguíneo RH,8,0.0,5,5
MTP,Hormona Luteinizante (LH),1,0.0,0,0
MTP,Hormona Luteinizante (LH),2,0.0,0,0
MTP,Hormona Luteinizante (LH),3,1043.1,2,2
MTP,Hormona Luteinizante (LH),4,1043.1,2,2
MTP,Hormona Luteinizante (LH),5,0.0,0,0
MTP,Hormona Luteinizante (LH),6,0.0,0,0
MTP,Hormona Luteinizante (LH),7,521.55,1,1
MTP,Hormona Luteinizante (LH),8,0.0,0,0
MTP,Insulina basal,1,0.0,0,0
MTP,Insulina basal,2,0.0,0,0
MTP,Insulina basal,3,948.28,2,2
MTP,Insulina basal,4,948.28,2,2
MTP,Insulina basal,5,474.14,1,1
MTP,Insulina basal,6,948.28,2,2
MTP,Insulina basal,7,1896.56,4,4
MTP,Insulina basal,8,1422.42,3,3
MTP,Paquete Análisis Serología,1,0.0,0,0
MTP,Paquete Análisis Serología,2,4310.34,4,4
MTP,Paquete Análisis Serología,3,4310.34,2,2
MTP,Paquete Análisis Serología,4,6465.51,3,3
MTP,Paquete Análisis Serología,5,2155.17,1,1
MTP,Paquete Análisis Serología,6,4310.34,2,2
MTP,Paquete Análisis Serología,7,15086.19,7,7
MTP,Paquete Análisis Serología,8,4310.34,2,2
MTP,Perfil androgenico femenino,1,0.0,0,0
MTP,Perfil androgenico femenino,2,0.0,0,0
MTP,Perfil androgenico femenino,3,0.0,0,0
MTP,Perfil androgenico femenino,4,4310.34,2,2
MTP,Perfil androgenico femenino,5,0.0,0,0
MTP,Perfil androgenico femenino,6,0.0,0,0
MTP,Perfil androgenico femenino,7,4310.34,2,2
MTP,Perfil androgenico femenino,8,2155.17,1,1
MTP,Perfil bioquímico de 24 elementos,1,0.0,0,0
MTP,Perfil bioquímico de 24 elementos,2,0.0,0,0
MTP,Perfil bioquímico de 24 elementos,3,2370.68,2,2
MTP,Perfil bioquímico de 24 elementos,4,1185.34,1,1
MTP,Perfil bioquímico de 24 elementos,5,0.0,0,0
MTP,Perfil bioquímico de 24 elementos,6,0.0,0,0
MTP,Perfil bioquímico de 24 elementos,7,1185.34,1,1
MTP,Perfil bioquímico de 24 elementos,8,1185.34,1,1
MTP,Perfil tiroideo sin anticuerpos,1,0.0,0,0
MTP,Perfil tiroideo sin anticuerpos,2,0.0,0,0
MTP,Perfil tiroideo sin anticuerpos,3,0.0,0,0
MTP,Perfil tiroideo sin anticuerpos,4,0.0,0,0
MTP,Perfil tiroideo sin anticuerpos,5,0.0,0,0
MTP,Perfil tiroideo sin anticuerpos,6,0.0,0,0
MTP,Perfil tiroideo sin anticuerpos,7,1793.1,2,2
MTP,Perfil tiroideo sin anticuerpos,8,1793.1,2,2
MTP,Prolactina,1,0.0,0,0
MTP,Prolactina,2,387.93,1,1
MTP,Prolactina,3,775.86,2,2
MTP,Prolactina,4,387.93,1,1
MTP,Prolactina,5,0.0,0,0
MTP,Prolactina,6,0.0,0,0
MTP,Prolactina,7,387.93,1,1
MTP,Prolactina,8,387.93,1,1
MTP,Química Sanguínea 28 elementos,1,0.0,0,0
MTP,Química Sanguínea 28 elementos,2,0.0,0,0
MTP,Química Sanguínea 28 elementos,3,0.0,0,0
MTP,Química Sanguínea 28 elementos,4,0.0,0,0
MTP,Química Sanguínea 28 elementos,5,0.0,0,0
MTP,Química Sanguínea 28 elementos,6,0.0,0,0
MTP,Química Sanguínea 28 elementos,7,1465.52,1,1
MTP,Química Sanguínea 28 elementos,8,0.0,0,0
MTP,Subunidad beta cuantitativa,1,948.28,3,3
MTP,Subunidad beta cuantitativa,2,0.0,4,4
MTP,Subunidad beta cuantitativa,3,0.0,3,3
MTP,Subunidad beta cuantitativa,4,919.83,3,3
MTP,Subunidad beta cuantitativa,5,948.28,3,3
MTP,Subunidad beta cuantitativa,6,0.0,2,2
MTP,Subunidad beta cuantitativa,7,474.14,2,2
MTP,Subunidad beta cuantitativa,8,0.0,5,5
MTP,TSH,1,0.0,0,0
MTP,TSH,2,0.0,0,0
MTP,TSH,3,775.86,2,2
MTP,TSH,4,387.93,1,1
MTP,TSH,5,0.0,0,0
MTP,TSH,6,387.93,1,1
MTP,TSH,7,387.93,1,1
MTP,TSH,8,387.93,1,1
MTP,Tiempos de Coagulación,1,0.0,4,4
MTP,Tiempos de Coagulación,2,905.17,6,6
MTP,Tiempos de Coagulación,3,0.0,4,4
MTP,Tiempos de Coagulación,4,0.0,2,2
MTP,Tiempos de Coagulación,5,0.0,6,6
MTP,Tiempos de Coagulación,6,0.0,0,0
MTP,Tiempos de Coagulación,7,905.17,4,4
MTP,Tiempos de Coagulación,8,0.0,5,5
MTP,Paquete estudios diagnóstico - MET,1,3750.0,1,1
MTP,Paquete estudios diagnóstico - MET,2,11250.0,3,3
MTP,Paquete estudios diagnóstico - MET,3,15000.0,4,4
MTP,Paquete estudios diagnóstico - MET,4,18750.0,5,5
MTP,Paquete estudios diagnóstico - MET,5,18750.0,5,5
MTP,Paquete estudios diagnóstico - MET,6,11250.0,3,3
MTP,Paquete estudios diagnóstico - MET,7,33750.0,9,9
MTP,Paquete estudios diagnóstico - MET,8,18750.0,6,6
MTP,Espermatobioscopía (ED),1,1206.9,1,1
MTP,Espermatobioscopía (ED),2,2413.8,7,7
MTP,Espermatobioscopía (ED),3,3879.3,6,6
MTP,Espermatobioscopía (ED),4,6465.5,6,6
MTP,Espermatobioscopía (ED),5,5172.4,6,6
MTP,Espermatobioscopía (ED),6,2586.2,3,3
MTP,Espermatobioscopía (ED),7,6465.5,6,6
MTP,Espermatobioscopía (ED),8,5172.4,10,10
MTP,PGT-A por embrion,1,22344.83,1,2
MTP,PGT-A por embrion,2,100551.77,3,10
MTP,PGT-A por embrion,3,52551.72,2,5
MTP,PGT-A por embrion,4,0.0,0,0
MTP,PGT-A por embrion,5,48103.44,2,4
MTP,PGT-A por embrion,6,36982.75,2,3
MTP,PGT-A por embrion,7,0.0,0,0
MTP,PGT-A por embrion,8,178060.34,5,17
MTP,Biopsia testicular,1,0.0,0,0
MTP,Biopsia testicular,2,0.0,0,0
MTP,Biopsia testicular,3,0.0,0,0
MTP,Biopsia testicular,4,0.0,0,0
MTP,Biopsia testicular,5,0.0,0,0
MTP,Biopsia testicular,6,0.0,0,0
MTP,Biopsia testicular,7,0.0,0,0
MTP,Biopsia testicular,8,28000.0,1,1
MTP,3 Coitos Programados - MET,1,0.0,0,0
MTP,3 Coitos Programados - MET,2,0.0,0,0
MTP,3 Coitos Programados - MET,3,17241.38,2,2
MTP,3 Coitos Programados - MET,4,0.0,0,0
MTP,3 Coitos Programados - MET,5,0.0,0,0
MTP,3 Coitos Programados - MET,6,8620.69,1,1
MTP,3 Coitos Programados - MET,7,0.0,0,0
MTP,3 Coitos Programados - MET,8,8620.69,1,1
MTP,FIV con 3 Transferencias / IVF with 3 Transfers- MET,1,0.0,0,0
MTP,FIV con 3 Transferencias / IVF with 3 Transfers- MET,2,0.0,0,0
MTP,FIV con 3 Transferencias / IVF with 3 Transfers- MET,3,0.0,0,0
MTP,FIV con 3 Transferencias / IVF with 3 Transfers- MET,4,51724.14,1,1
MTP,FIV con 3 Transferencias / IVF with 3 Transfers- MET,5,103448.28,2,2
MTP,FIV con 3 Transferencias / IVF with 3 Transfers- MET,6,174568.97,3,3
MTP,FIV con 3 Transferencias / IVF with 3 Transfers- MET,7,139224.14,2,2
MTP,FIV con 3 Transferencias / IVF with 3 Transfers- MET,8,230387.94,4,4
total,(Ex) Mensualidad criopreservación óvulos y/o embriones,1,517.24,1,1
total,(Ex) Mensualidad criopreservación óvulos y/o embriones,2,0.0,0,0
total,(Ex) Mensualidad criopreservación óvulos y/o embriones,3,3620.69,2,7
total,(Ex) Mensualidad criopreservación óvulos y/o embriones,4,6724.14,4,13
total,(Ex) Mensualidad criopreservación óvulos y/o embriones,5,1034.48,2,2
total,(Ex) Mensualidad criopreservación óvulos y/o embriones,6,2068.96,2,4
total,(Ex) Mensualidad criopreservación óvulos y/o embriones,7,1758.62,2,4
total,(Ex) Mensualidad criopreservación óvulos y/o embriones,8,4862.07,2,10
total,Almacenamiento de gametos 1 año,1,0.0,0,0
total,Almacenamiento de gametos 1 año,2,0.0,0,0
total,Almacenamiento de gametos 1 año,3,0.0,0,0
total,Almacenamiento de gametos 1 año,4,54310.31,10,11
total,Almacenamiento de gametos 1 año,5,264654.99,58,59
total,Almacenamiento de gametos 1 año,6,272499.8,57,57
total,Almacenamiento de gametos 1 año,7,461206.74,85,88
total,Almacenamiento de gametos 1 año,8,589008.27,123,125
total,Almacenamiento de gametos 5 años,1,0.0,0,0
total,Almacenamiento de gametos 5 años,2,0.0,0,0
total,Almacenamiento de gametos 5 años,3,0.0,0,0
total,Almacenamiento de gametos 5 años,4,141465.49,10,10
total,Almacenamiento de gametos 5 años,5,396982.63,31,36
total,Almacenamiento de gametos 5 años,6,413792.98,30,30
total,Almacenamiento de gametos 5 años,7,332327.53,23,25
total,Almacenamiento de gametos 5 años,8,457327.5,38,39
total,[EX] Anualidad Criopreservación de  Embriones,1,0.0,0,0
total,[EX] Anualidad Criopreservación de  Embriones,2,0.0,0,0
total,[EX] Anualidad Criopreservación de  Embriones,3,0.0,0,0
total,[EX] Anualidad Criopreservación de  Embriones,4,0.0,0,0
total,[EX] Anualidad Criopreservación de  Embriones,5,0.0,0,0
total,[EX] Anualidad Criopreservación de  Embriones,6,0.0,0,0
total,[EX] Anualidad Criopreservación de  Embriones,7,4310.34,1,1
total,[EX] Anualidad Criopreservación de  Embriones,8,0.0,0,0
total,(EX) EmbryoScope Kit,1,0.0,0,0
total,(EX) EmbryoScope Kit,2,0.0,0,0
