Sede,Concepto,MesNum,Ingresos,Atenciones,Uds
CDMX,Fragmentación del ADN espermático,1,21422.44,7,7
CDMX,Fragmentación del ADN espermático,2,0.0,0,0
CDMX,Fragmentación del ADN espermático,3,0.0,0,0
CDMX,Fragmentación del ADN espermático,4,0.0,0,0
CDMX,Fragmentación del ADN espermático,5,80840.62,25,25
CDMX,Fragmentación del ADN espermático,6,59722.48,18,18
CDMX,Fragmentación del ADN espermático,7,78844.92,23,23
CDMX,Fragmentación del ADN espermático,8,54224.2,18,18
CDMX,[EX] Espermatobioscopía,1,0.0,0,0
CDMX,[EX] Espermatobioscopía,2,2586.2,2,2
CDMX,[EX] Espermatobioscopía,3,0.0,0,0
CDMX,[EX] Espermatobioscopía,4,0.0,0,0
CDMX,[EX] Espermatobioscopía,5,1293.1,1,1
CDMX,[EX] Espermatobioscopía,6,2586.2,2,2
CDMX,[EX] Espermatobioscopía,7,1293.1,1,1
CDMX,[EX] Espermatobioscopía,8,2586.2,3,3
CDMX,PGT-A por embrion,1,491564.68,11,50
CDMX,PGT-A por embrion,2,622220.69,18,89
CDMX,PGT-A por embrion,3,1102432.71,31,104
CDMX,PGT-A por embrion,4,842137.89,28,86
CDMX,PGT-A por embrion,5,813686.18,25,89
CDMX,PGT-A por embrion,6,836336.17,25,87
CDMX,PGT-A por embrion,7,825853.44,21,89
CDMX,PGT-A por embrion,8,1049913.74,39,126
CDMX,Devolución,1,0.0,0,0
CDMX,Devolución,2,0.0,0,0
CDMX,Devolución,3,0.0,0,0
CDMX,Devolución,4,0.0,0,0
CDMX,Devolución,5,0.0,0,0
CDMX,Devolución,6,0.0,0,0
CDMX,Devolución,7,-10150.0,1,-1
CDMX,Devolución,8,0.0,0,0
CDMX,Servicios Administrativos,1,0.0,0,0
CDMX,Servicios Administrativos,2,0.0,0,0
CDMX,Servicios Administrativos,3,0.0,0,0
CDMX,Servicios Administrativos,4,0.0,0,0
CDMX,Servicios Administrativos,5,0.0,2,0
CDMX,Servicios Administrativos,6,431.03,2,2
CDMX,Servicios Administrativos,7,18332.74,5,5
CDMX,Servicios Administrativos,8,2586.21,1,1
CDMX,Traslado de gametos locales,1,3379.34,2,2
CDMX,Traslado de gametos locales,2,6000.0,3,3
CDMX,Traslado de gametos locales,3,1724.14,2,2
CDMX,Traslado de gametos locales,4,5172.42,2,2
CDMX,Traslado de gametos locales,5,2586.21,1,1
CDMX,Traslado de gametos locales,6,2586.21,1,1
CDMX,Traslado de gametos locales,7,5172.42,2,2
CDMX,Traslado de gametos locales,8,2586.21,1,1
CDMX,Traslado de gametos nacional,1,12931.03,1,1
CDMX,Traslado de gametos nacional,2,0.0,0,0
CDMX,Traslado de gametos nacional,3,12931.03,1,1
CDMX,Traslado de gametos nacional,4,12931.03,1,1
CDMX,Traslado de gametos nacional,5,0.0,0,0
CDMX,Traslado de gametos nacional,6,17241.37,2,2
CDMX,Traslado de gametos nacional,7,0.0,0,0
CDMX,Traslado de gametos nacional,8,25862.06,2,2
CDMX,Aspiración de quiste - CDMX,1,20172.41,1,1
CDMX,Aspiración de quiste - CDMX,2,0.0,0,0
CDMX,Aspiración de quiste - CDMX,3,20172.41,1,1
CDMX,Aspiración de quiste - CDMX,4,20172.41,1,1
CDMX,Aspiración de quiste - CDMX,5,21551.72,1,1
CDMX,Aspiración de quiste - CDMX,6,20172.41,1,1
CDMX,Aspiración de quiste - CDMX,7,60517.23,3,3
CDMX,Aspiración de quiste - CDMX,8,0.0,0,0
CDMX,Biopsia testicular,1,0.0,0,0
CDMX,Biopsia testicular,2,0.0,0,0
CDMX,Biopsia testicular,3,0.0,0,0
CDMX,Biopsia testicular,4,0.0,0,0
CDMX,Biopsia testicular,5,29310.34,1,1
CDMX,Biopsia testicular,6,0.0,0,0
CDMX,Biopsia testicular,7,0.0,0,0
CDMX,Biopsia testicular,8,28000.17,1,1
CDMX,Histeroscopia con energia,1,0.0,0,0
CDMX,Histeroscopia con energia,2,0.0,0,0
CDMX,Histeroscopia con energia,3,0.0,0,0
CDMX,Histeroscopia con energia,4,0.0,0,0
CDMX,Histeroscopia con energia,5,0.0,0,0
CDMX,Histeroscopia con energia,6,0.0,0,0
CDMX,Histeroscopia con energia,7,6724.14,1,1
CDMX,Histeroscopia con energia,8,0.0,0,0
CDMX,Histeroscopia diagnostica,1,0.0,0,0
CDMX,Histeroscopia diagnostica,2,0.0,0,0
CDMX,Histeroscopia diagnostica,3,51724.14,3,3
CDMX,Histeroscopia diagnostica,4,120689.66,7,7
CDMX,Histeroscopia diagnostica,5,115344.82,6,6
CDMX,Histeroscopia diagnostica,6,90517.24,6,6
CDMX,Histeroscopia diagnostica,7,185344.81,10,10
CDMX,Histeroscopia diagnostica,8,215517.22,12,12
CDMX,Sedación (Anestesia),1,0.0,0,0
CDMX,Sedación (Anestesia),2,0.0,0,0
CDMX,Sedación (Anestesia),3,0.0,0,0
CDMX,Sedación (Anestesia),4,0.0,0,0
CDMX,Sedación (Anestesia),5,0.0,0,0
CDMX,Sedación (Anestesia),6,0.0,0,0
CDMX,Sedación (Anestesia),7,10000.0,1,1
CDMX,Sedación (Anestesia),8,0.0,0,0
CDMX,Uso de Quirófano,1,0.0,0,0
CDMX,Uso de Quirófano,2,0.0,0,0
CDMX,Uso de Quirófano,3,0.0,0,0
CDMX,Uso de Quirófano,4,0.0,0,0
CDMX,Uso de Quirófano,5,0.0,0,0
CDMX,Uso de Quirófano,6,0.0,0,0
CDMX,Uso de Quirófano,7,8620.69,1,1
CDMX,Uso de Quirófano,8,0.0,0,0
CDMX,[EX] Histeroscopia diagnostica,1,0.0,0,0
CDMX,[EX] Histeroscopia diagnostica,2,0.0,0,0
CDMX,[EX] Histeroscopia diagnostica,3,45258.63,3,3
CDMX,[EX] Histeroscopia diagnostica,4,45258.63,3,3
CDMX,[EX] Histeroscopia diagnostica,5,0.0,0,0
CDMX,[EX] Histeroscopia diagnostica,6,15086.21,1,1
CDMX,[EX] Histeroscopia diagnostica,7,30172.42,2,2
CDMX,[EX] Histeroscopia diagnostica,8,75431.05,5,5
CDMX,[EX] Punción de quiste GDL,1,0.0,0,0
CDMX,[EX] Punción de quiste GDL,2,0.0,0,0
CDMX,[EX] Punción de quiste GDL,3,0.0,0,0
CDMX,[EX] Punción de quiste GDL,4,0.0,0,0
CDMX,[EX] Punción de quiste GDL,5,0.0,0,0
CDMX,[EX] Punción de quiste GDL,6,0.0,0,0
CDMX,[EX] Punción de quiste GDL,7,11379.31,1,1
CDMX,[EX] Punción de quiste GDL,8,0.0,0,0
CDMX,All Inclusive Surrogacy Package CDMX,1,0.0,0,0
CDMX,All Inclusive Surrogacy Package CDMX,2,225862.07,1,1
CDMX,All Inclusive Surrogacy Package CDMX,3,0.0,0,0
CDMX,All Inclusive Surrogacy Package CDMX,4,225862.1,1,1
CDMX,All Inclusive Surrogacy Package CDMX,5,142241.38,1,1
CDMX,All Inclusive Surrogacy Package CDMX,6,0.0,0,0
CDMX,All Inclusive Surrogacy Package CDMX,7,543103.44,3,3
CDMX,All Inclusive Surrogacy Package CDMX,8,819396.91,5,5
CDMX,Essentials Surrogacy Package CDMX,1,0.0,0,0
CDMX,Essentials Surrogacy Package CDMX,2,0.0,0,0
CDMX,Essentials Surrogacy Package CDMX,3,0.0,0,0
CDMX,Essentials Surrogacy Package CDMX,4,0.0,0,0
CDMX,Essentials Surrogacy Package CDMX,5,0.0,0,0
CDMX,Essentials Surrogacy Package CDMX,6,0.0,0,0
CDMX,Essentials Surrogacy Package CDMX,7,0.0,0,0
CDMX,Essentials Surrogacy Package CDMX,8,94655.17,1,1
CDMX,Integrated Frozen Donor Surrogacy Package CDMX,1,0.0,0,0
CDMX,Integrated Frozen Donor Surrogacy Package CDMX,2,0.0,0,0
CDMX,Integrated Frozen Donor Surrogacy Package CDMX,3,0.0,0,0
CDMX,Integrated Frozen Donor Surrogacy Package CDMX,4,0.0,0,0
CDMX,Integrated Frozen Donor Surrogacy Package CDMX,5,0.0,0,0
CDMX,Integrated Frozen Donor Surrogacy Package CDMX,6,555172.42,2,2
CDMX,Integrated Frozen Donor Surrogacy Package CDMX,7,0.0,0,0
CDMX,Integrated Frozen Donor Surrogacy Package CDMX,8,546206.9,1,2
CDMX,Valoración subrogada,1,22758.56,16,16
CDMX,Valoración subrogada,2,5689.64,4,4
CDMX,Valoración subrogada,3,0.0,0,0
CDMX,Valoración subrogada,4,4267.23,4,4
CDMX,Valoración subrogada,5,15646.51,11,11
CDMX,Valoración subrogada,6,5689.64,4,4
CDMX,Valoración subrogada,7,4267.23,3,3
CDMX,Valoración subrogada,8,2844.82,3,3
CDMX,Coito programado - CDMX,1,4310.34,1,1
CDMX,Coito programado - CDMX,2,4181.03,1,1
CDMX,Coito programado - CDMX,3,0.0,0,0
CDMX,Coito programado - CDMX,4,0.0,0,0
CDMX,Coito programado - CDMX,5,0.0,0,0
CDMX,Coito programado - CDMX,6,4310.34,1,1
CDMX,Coito programado - CDMX,7,4310.34,1,1
CDMX,Coito programado - CDMX,8,8620.68,3,3
CDMX,Donación esperma - LAFER - Europeo,1,0.0,0,0
CDMX,Donación esperma - LAFER - Europeo,2,0.0,0,0
CDMX,Donación esperma - LAFER - Europeo,3,0.0,0,0
CDMX,Donación esperma - LAFER - Europeo,4,21551.72,1,1
CDMX,Donación esperma - LAFER - Europeo,5,21551.72,1,1
CDMX,Donación esperma - LAFER - Europeo,6,0.0,0,0
CDMX,Donación esperma - LAFER - Europeo,7,21551.72,1,1
CDMX,Donación esperma - LAFER - Europeo,8,43103.44,2,2
CDMX,Donadora de ovulos categoria 3,1,0.0,0,0
CDMX,Donadora de ovulos categoria 3,2,0.0,0,0
CDMX,Donadora de ovulos categoria 3,3,0.0,0,0
CDMX,Donadora de ovulos categoria 3,4,0.0,0,0
CDMX,Donadora de ovulos categoria 3,5,0.0,0,0
CDMX,Donadora de ovulos categoria 3,6,0.0,0,0
CDMX,Donadora de ovulos categoria 3,7,0.0,0,0
CDMX,Donadora de ovulos categoria 3,8,146551.72,1,1
CDMX,Donante Europeo E,1,0.0,0,0
CDMX,Donante Europeo E,2,0.0,0,0
CDMX,Donante Europeo E,3,0.0,0,0
CDMX,Donante Europeo E,4,0.0,0,0
CDMX,Donante Europeo E,5,0.0,0,0
CDMX,Donante Europeo E,6,0.0,0,0
CDMX,Donante Europeo E,7,0.0,0,0
CDMX,Donante Europeo E,8,47413.79,1,1
CDMX,Donante Europeo M,1,0.0,0,0
CDMX,Donante Europeo M,2,0.0,0,0
CDMX,Donante Europeo M,3,0.0,0,0
CDMX,Donante Europeo M,4,0.0,0,0
CDMX,Donante Europeo M,5,0.0,0,0
CDMX,Donante Europeo M,6,0.0,0,0
CDMX,Donante Europeo M,7,0.0,0,0
CDMX,Donante Europeo M,8,24137.93,1,1
CDMX,Óvulos FI,1,0.0,1,6
CDMX,Óvulos FI,2,0.0,0,0
CDMX,Óvulos FI,3,254172.41,2,18
CDMX,Óvulos FI,4,112200.0,3,18
CDMX,Óvulos FI,5,198000.0,1,12
CDMX,Óvulos FI,6,33000.0,1,2
CDMX,Óvulos FI,7,0.0,0,0
CDMX,Óvulos FI,8,250000.0,2,30
CDMX,20 Óvulos Garantizados / 20 Eggs Guaranteed CDMX,1,0.0,0,0
CDMX,20 Óvulos Garantizados / 20 Eggs Guaranteed CDMX,2,0.0,0,0
CDMX,20 Óvulos Garantizados / 20 Eggs Guaranteed CDMX,3,0.0,0,0
CDMX,20 Óvulos Garantizados / 20 Eggs Guaranteed CDMX,4,0.0,0,0
CDMX,20 Óvulos Garantizados / 20 Eggs Guaranteed CDMX,5,0.0,0,0
CDMX,20 Óvulos Garantizados / 20 Eggs Guaranteed CDMX,6,54956.9,1,1
CDMX,20 Óvulos Garantizados / 20 Eggs Guaranteed CDMX,7,116379.31,1,1
CDMX,20 Óvulos Garantizados / 20 Eggs Guaranteed CDMX,8,232758.62,2,2
CDMX,FIV con 3 Transferencias / IVF with 3 Transfers - CDMX,1,0.0,0,0
CDMX,FIV con 3 Transferencias / IVF with 3 Transfers - CDMX,2,0.0,0,0
CDMX,FIV con 3 Transferencias / IVF with 3 Transfers - CDMX,3,0.0,0,0
CDMX,FIV con 3 Transferencias / IVF with 3 Transfers - CDMX,4,241379.32,2,2
CDMX,FIV con 3 Transferencias / IVF with 3 Transfers - CDMX,5,1267413.82,12,12
CDMX,FIV con 3 Transferencias / IVF with 3 Transfers - CDMX,6,1231034.5,12,12
CDMX,FIV con 3 Transferencias / IVF with 3 Transfers - CDMX,7,1599137.97,15,15
CDMX,FIV con 3 Transferencias / IVF with 3 Transfers - CDMX,8,1496551.76,15,15
CDMX,"Fertilización, crecimiento y desarrollo embrionario a día 5",1,14435.34,1,1
CDMX,"Fertilización, crecimiento y desarrollo embrionario a día 5",2,0.0,0,0
CDMX,"Fertilización, crecimiento y desarrollo embrionario a día 5",3,15284.48,1,1
CDMX,"Fertilización, crecimiento y desarrollo embrionario a día 5",4,16982.76,1,1
CDMX,"Fertilización, crecimiento y desarrollo embrionario a día 5",5,0.0,0,0
CDMX,"Fertilización, crecimiento y desarrollo embrionario a día 5",6,0.0,0,0
CDMX,"Fertilización, crecimiento y desarrollo embrionario a día 5",7,0.0,0,0
CDMX,"Fertilización, crecimiento y desarrollo embrionario a día 5",8,33965.52,2,2
CDMX,[EX] Biopsia testicular para FIV/ ICSI,1,0.0,0,0
CDMX,[EX] Biopsia testicular para FIV/ ICSI,2,0.0,0,0
CDMX,[EX] Biopsia testicular para FIV/ ICSI,3,13793.1,1,1
CDMX,[EX] Biopsia testicular para FIV/ ICSI,4,0.0,0,0
CDMX,[EX] Biopsia testicular para FIV/ ICSI,5,0.0,0,0
CDMX,[EX] Biopsia testicular para FIV/ ICSI,6,0.0,0,0
CDMX,[EX] Biopsia testicular para FIV/ ICSI,7,13793.1,1,1
CDMX,[EX] Biopsia testicular para FIV/ ICSI,8,0.0,1,1
CDMX,[EX] Captura + fertilización CDMX,1,205750.0,10,10
CDMX,[EX] Captura + fertilización CDMX,2,227593.56,10,10
CDMX,[EX] Captura + fertilización CDMX,3,538750.0,22,22
CDMX,[EX] Captura + fertilización CDMX,4,398362.07,16,16
CDMX,[EX] Captura + fertilización CDMX,5,282385.25,12,12
CDMX,[EX] Captura + fertilización CDMX,6,198750.0,8,8
CDMX,[EX] Captura + fertilización CDMX,7,329770.5,15,15
CDMX,[EX] Captura + fertilización CDMX,8,287500.0,15,15
CDMX,[EX] Captura CDMX,1,9482.76,1,1
CDMX,[EX] Captura CDMX,2,0.0,0,0
CDMX,[EX] Captura CDMX,3,0.0,0,0
CDMX,[EX] Captura CDMX,4,0.0,0,0
CDMX,[EX] Captura CDMX,5,18965.52,1,1
CDMX,[EX] Captura CDMX,6,0.0,0,0
CDMX,[EX] Captura CDMX,7,0.0,0,0
CDMX,[EX] Captura CDMX,8,43620.69,3,3
CDMX,[EX] Captura sin recuperación CDMX,1,0.0,0,0
CDMX,[EX] Captura sin recuperación CDMX,2,50431.02,3,3
CDMX,[EX] Captura sin recuperación CDMX,3,0.0,0,0
CDMX,[EX] Captura sin recuperación CDMX,4,0.0,0,0
CDMX,[EX] Captura sin recuperación CDMX,5,0.0,0,0
CDMX,[EX] Captura sin recuperación CDMX,6,0.0,0,0
CDMX,[EX] Captura sin recuperación CDMX,7,0.0,0,0
CDMX,[EX] Captura sin recuperación CDMX,8,16810.34,1,1
CDMX,[EX] Fertilización,1,16300.76,3,3
CDMX,[EX] Fertilización,2,4655.18,1,1
CDMX,[EX] Fertilización,3,17439.65,3,3
CDMX,[EX] Fertilización,4,0.0,0,0
CDMX,[EX] Fertilización,5,5732.76,1,1
CDMX,[EX] Fertilización,6,0.0,0,0
CDMX,[EX] Fertilización,7,0.0,0,0
CDMX,[EX] Fertilización,8,17499.99,3,3
CDMX,Inseminacion CDMX,1,17586.21,1,1
CDMX,Inseminacion CDMX,2,20689.66,1,1
CDMX,Inseminacion CDMX,3,20689.66,1,1
CDMX,Inseminacion CDMX,4,76896.56,4,4
CDMX,Inseminacion CDMX,5,62068.98,3,3
CDMX,Inseminacion CDMX,6,38275.87,2,2
CDMX,Inseminacion CDMX,7,57931.04,3,3
CDMX,Inseminacion CDMX,8,30603.45,2,2
CDMX,"[EX] Inseminación Intrauterina (Incluye: Uso de consultorio, enfermera, capacitación y consumibles)",1,0.0,0,0
CDMX,"[EX] Inseminación Intrauterina (Incluye: Uso de consultorio, enfermera, capacitación y consumibles)",2,6465.52,1,1
CDMX,"[EX] Inseminación Intrauterina (Incluye: Uso de consultorio, enfermera, capacitación y consumibles)",3,6465.52,1,1
CDMX,"[EX] Inseminación Intrauterina (Incluye: Uso de consultorio, enfermera, capacitación y consumibles)",4,3232.76,1,1
CDMX,"[EX] Inseminación Intrauterina (Incluye: Uso de consultorio, enfermera, capacitación y consumibles)",5,0.0,0,0
CDMX,"[EX] Inseminación Intrauterina (Incluye: Uso de consultorio, enfermera, capacitación y consumibles)",6,6465.52,1,1
CDMX,"[EX] Inseminación Intrauterina (Incluye: Uso de consultorio, enfermera, capacitación y consumibles)",7,6465.52,1,1
CDMX,"[EX] Inseminación Intrauterina (Incluye: Uso de consultorio, enfermera, capacitación y consumibles)",8,6465.52,1,1
CDMX,Preparación endometrial,1,0.0,0,0
CDMX,Preparación endometrial,2,0.0,0,0
CDMX,Preparación endometrial,3,0.0,0,0
CDMX,Preparación endometrial,4,0.0,0,0
CDMX,Preparación endometrial,5,0.0,0,0
CDMX,Preparación endometrial,6,0.0,0,0
CDMX,Preparación endometrial,7,34482.76,1,1
CDMX,Preparación endometrial,8,0.0,0,0
CDMX,Transferencia embrionaria - CDMX,1,12500.0,1,1
CDMX,Transferencia embrionaria - CDMX,2,0.0,0,0
CDMX,Transferencia embrionaria - CDMX,3,0.0,0,0
CDMX,Transferencia embrionaria - CDMX,4,0.0,0,0
CDMX,Transferencia embrionaria - CDMX,5,0.0,0,0
CDMX,Transferencia embrionaria - CDMX,6,0.0,0,0
CDMX,Transferencia embrionaria - CDMX,7,11206.9,1,1
CDMX,Transferencia embrionaria - CDMX,8,0.0,0,0
CDMX,[EX] Transferencia de congelados CDMX,1,80862.78,6,6
CDMX,[EX] Transferencia de congelados CDMX,2,239883.68,18,18
CDMX,[EX] Transferencia de congelados CDMX,3,195323.27,13,13
CDMX,[EX] Transferencia de congelados CDMX,4,152844.82,10,10
CDMX,[EX] Transferencia de congelados CDMX,5,228706.88,16,16
CDMX,[EX] Transferencia de congelados CDMX,6,291034.46,19,19
CDMX,[EX] Transferencia de congelados CDMX,7,230431.02,15,15
CDMX,[EX] Transferencia de congelados CDMX,8,195754.13,14,14
CDMX,[FET] Transferencia de Embrión Congelado CDMX,1,805689.59,20,20
CDMX,[FET] Transferencia de Embrión Congelado CDMX,2,537262.87,15,15
CDMX,[FET] Transferencia de Embrión Congelado CDMX,3,1003448.16,31,31
CDMX,[FET] Transferencia de Embrión Congelado CDMX,4,734805.97,18,19
CDMX,[FET] Transferencia de Embrión Congelado CDMX,5,944827.49,27,27
CDMX,[FET] Transferencia de Embrión Congelado CDMX,6,570646.53,13,14
CDMX,[FET] Transferencia de Embrión Congelado CDMX,7,746465.47,21,21
CDMX,[FET] Transferencia de Embrión Congelado CDMX,8,896961.12,25,25
CDMX,Sesión de Acupuntura - CDMX,1,0.0,0,0
CDMX,Sesión de Acupuntura - CDMX,2,1551.72,1,1
CDMX,Sesión de Acupuntura - CDMX,3,0.0,0,0
CDMX,Sesión de Acupuntura - CDMX,4,1551.72,1,1
CDMX,Sesión de Acupuntura - CDMX,5,9137.91,109,110
CDMX,Sesión de Acupuntura - CDMX,6,3103.44,2,2
CDMX,Sesión de Acupuntura - CDMX,7,3010.34,5,5
CDMX,Sesión de Acupuntura - CDMX,8,8312.05,12,12
CDMX,Sesión de Masaje - CDMX,1,0.0,0,0
CDMX,Sesión de Masaje - CDMX,2,0.0,0,0
CDMX,Sesión de Masaje - CDMX,3,0.0,0,0
CDMX,Sesión de Masaje - CDMX,4,0.0,0,0
CDMX,Sesión de Masaje - CDMX,5,0.0,3,3
CDMX,Sesión de Masaje - CDMX,6,0.0,0,0
CDMX,Sesión de Masaje - CDMX,7,0.0,0,0
CDMX,Sesión de Masaje - CDMX,8,1551.72,2,2
CDMX,Consulta de nutrición CDMX,1,0.0,0,0
CDMX,Consulta de nutrición CDMX,2,0.0,0,0
CDMX,Consulta de nutrición CDMX,3,0.0,0,0
CDMX,Consulta de nutrición CDMX,4,0.0,0,0
CDMX,Consulta de nutrición CDMX,5,7241.37,10,10
CDMX,Consulta de nutrición CDMX,6,3103.44,2,2
CDMX,Consulta de nutrición CDMX,7,7665.5,5,5
CDMX,Consulta de nutrición CDMX,8,0.0,1,1
GDL,Almacenamiento de gametos 1 año,1,0.0,0,0
GDL,Almacenamiento de gametos 1 año,2,0.0,0,0
GDL,Almacenamiento de gametos 1 año,3,0.0,0,0
GDL,Almacenamiento de gametos 1 año,4,0.0,0,0
GDL,Almacenamiento de gametos 1 año,5,20689.66,4,4
GDL,Almacenamiento de gametos 1 año,6,4310.34,1,1
GDL,Almacenamiento de gametos 1 año,7,43103.51,9,9
GDL,Almacenamiento de gametos 1 año,8,73275.83,15,15
GDL,Almacenamiento de gametos 5 años,1,0.0,0,0
GDL,Almacenamiento de gametos 5 años,2,0.0,0,0
GDL,Almacenamiento de gametos 5 años,3,0.0,0,0
GDL,Almacenamiento de gametos 5 años,4,0.0,0,0
GDL,Almacenamiento de gametos 5 años,5,21982.75,2,2
GDL,Almacenamiento de gametos 5 años,6,12931.03,1,1
GDL,Almacenamiento de gametos 5 años,7,21982.75,2,4
GDL,Almacenamiento de gametos 5 años,8,47413.79,3,3
GDL,Congelamiento de semen (por depósito) CDMX - GDL - MET,1,0.0,0,0
GDL,Congelamiento de semen (por depósito) CDMX - GDL - MET,2,0.0,0,0
GDL,Congelamiento de semen (por depósito) CDMX - GDL - MET,3,17241.37,3,4
GDL,Congelamiento de semen (por depósito) CDMX - GDL - MET,4,12931.02,3,3
GDL,Congelamiento de semen (por depósito) CDMX - GDL - MET,5,4310.34,1,1
GDL,Congelamiento de semen (por depósito) CDMX - GDL - MET,6,8620.69,1,2
GDL,Congelamiento de semen (por depósito) CDMX - GDL - MET,7,6034.48,1,1
GDL,Congelamiento de semen (por depósito) CDMX - GDL - MET,8,17672.41,3,4
GDL,Congelamiento de óvulos GDL - MET,1,40732.76,1,1
GDL,Congelamiento de óvulos GDL - MET,2,0.0,0,0
GDL,Congelamiento de óvulos GDL - MET,3,0.0,0,0
GDL,Congelamiento de óvulos GDL - MET,4,40732.76,1,1
GDL,Congelamiento de óvulos GDL - MET,5,84375.0,2,2
GDL,Congelamiento de óvulos GDL - MET,6,43642.24,1,1
GDL,Congelamiento de óvulos GDL - MET,7,0.0,0,0
GDL,Congelamiento de óvulos GDL - MET,8,256034.49,5,5
GDL,[EX] Captura + Fertilización + VItrificación (Embryo Freezing) GDL,1,81465.51,3,3
GDL,[EX] Captura + Fertilización + VItrificación (Embryo Freezing) GDL,2,30172.41,1,1
GDL,[EX] Captura + Fertilización + VItrificación (Embryo Freezing) GDL,3,60344.82,2,2
GDL,[EX] Captura + Fertilización + VItrificación (Embryo Freezing) GDL,4,0.0,0,0
GDL,[EX] Captura + Fertilización + VItrificación (Embryo Freezing) GDL,5,0.0,0,0
GDL,[EX] Captura + Fertilización + VItrificación (Embryo Freezing) GDL,6,181034.46,6,6
GDL,[EX] Captura + Fertilización + VItrificación (Embryo Freezing) GDL,7,30172.41,1,1
GDL,[EX] Captura + Fertilización + VItrificación (Embryo Freezing) GDL,8,60344.82,4,2
GDL,[EX] Captura+ Vitrificacion de ovocitos GDL,1,139956.88,6,6
GDL,[EX] Captura+ Vitrificacion de ovocitos GDL,2,132758.62,6,6
GDL,[EX] Captura+ Vitrificacion de ovocitos GDL,3,125474.13,6,6
GDL,[EX] Captura+ Vitrificacion de ovocitos GDL,4,21724.14,1,1
GDL,[EX] Captura+ Vitrificacion de ovocitos GDL,5,114355.13,5,5
GDL,[EX] Captura+ Vitrificacion de ovocitos GDL,6,68793.1,3,3
GDL,[EX] Captura+ Vitrificacion de ovocitos GDL,7,72413.79,3,3
GDL,[EX] Captura+ Vitrificacion de ovocitos GDL,8,42241.38,2,2
GDL,[EX] Desvitrificación GDL,1,0.0,0,0
GDL,[EX] Desvitrificación GDL,2,5352.59,1,1
GDL,[EX] Desvitrificación GDL,3,24137.92,4,4
GDL,[EX] Desvitrificación GDL,4,24137.92,4,4
GDL,[EX] Desvitrificación GDL,5,12068.96,2,2
GDL,[EX] Desvitrificación GDL,6,54310.32,9,9
GDL,[EX] Desvitrificación GDL,7,18103.44,3,3
GDL,[EX] Desvitrificación GDL,8,59666.35,12,10
GDL,"[EX] Desvitrificación de óvulos congelados, Fertilización + Transferencia en fresco GDL",1,0.0,0,0
GDL,"[EX] Desvitrificación de óvulos congelados, Fertilización + Transferencia en fresco GDL",2,0.0,0,0
GDL,"[EX] Desvitrificación de óvulos congelados, Fertilización + Transferencia en fresco GDL",3,0.0,0,0
GDL,"[EX] Desvitrificación de óvulos congelados, Fertilización + Transferencia en fresco GDL",4,18103.45,1,1
GDL,"[EX] Desvitrificación de óvulos congelados, Fertilización + Transferencia en fresco GDL",5,18103.45,1,1
GDL,"[EX] Desvitrificación de óvulos congelados, Fertilización + Transferencia en fresco GDL",6,0.0,0,0
GDL,"[EX] Desvitrificación de óvulos congelados, Fertilización + Transferencia en fresco GDL",7,0.0,0,0
GDL,"[EX] Desvitrificación de óvulos congelados, Fertilización + Transferencia en fresco GDL",8,18103.45,1,1
GDL,[EX] Vitrificación,1,6896.55,1,1
GDL,[EX] Vitrificación,2,6896.55,1,1
GDL,[EX] Vitrificación,3,20689.65,3,3
GDL,[EX] Vitrificación,4,75862.05,12,12
GDL,[EX] Vitrificación,5,61939.64,9,9
GDL,[EX] Vitrificación,6,62068.95,9,9
GDL,[EX] Vitrificación,7,27586.2,4,4
GDL,[EX] Vitrificación,8,89655.15,19,15
GDL,Check up ginecologico,1,0.0,0,0
GDL,Check up ginecologico,2,0.0,0,0
GDL,Check up ginecologico,3,0.0,0,0
GDL,Check up ginecologico,4,1724.14,1,1
GDL,Check up ginecologico,5,40258.54,35,33
GDL,Check up ginecologico,6,37499.9,40,34
GDL,Check up ginecologico,7,24568.92,20,20
GDL,Check up ginecologico,8,36637.9,33,33
GDL,Check up Integral,1,0.0,0,0
GDL,Check up Integral,2,0.0,0,0
GDL,Check up Integral,3,0.0,0,0
GDL,Check up Integral,4,0.0,0,0
GDL,Check up Integral,5,0.0,0,0
GDL,Check up Integral,6,0.0,0,0
GDL,Check up Integral,7,0.0,0,0
GDL,Check up Integral,8,9051.72,5,3
GDL,Consulta primera vez SOP,1,0.0,0,0
GDL,Consulta primera vez SOP,2,0.0,0,0
GDL,Consulta primera vez SOP,3,0.0,0,0
GDL,Consulta primera vez SOP,4,0.0,0,0
GDL,Consulta primera vez SOP,5,1551.72,1,1
GDL,Consulta primera vez SOP,6,0.0,0,0
GDL,Consulta primera vez SOP,7,11379.28,14,8
GDL,Consulta primera vez SOP,8,40861.96,37,29
GDL,Colocacion DIU Mirena [Consultorio],1,0.0,0,0
GDL,Colocacion DIU Mirena [Consultorio],2,0.0,0,0
GDL,Colocacion DIU Mirena [Consultorio],3,0.0,0,0
GDL,Colocacion DIU Mirena [Consultorio],4,6465.52,1,1
GDL,Colocacion DIU Mirena [Consultorio],5,0.0,0,0
GDL,Colocacion DIU Mirena [Consultorio],6,0.0,0,0
GDL,Colocacion DIU Mirena [Consultorio],7,0.0,0,0
GDL,Colocacion DIU Mirena [Consultorio],8,12284.49,2,2
